golden_id,system,candidate,groundedness,correctness,tone,actionability,overall,rationale,parse_ok
11,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,1,3,2,1,"The candidate misinterprets a feature request as a technical bug, asking for irrelevant details (DM/screenshots) instead of acknowledging the feedback and passing it to the team as the reference does.",True
12,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,3,2,"The reply is generic and fails to acknowledge the specific known issue (app update delay) or provide the reassurance present in the reference, instead asking for unnecessary details for a public product bug.",True
13,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,2,2,"The reply is ungrounded because it asks for a DM (not in evidence) and fails to address the likely content availability issue indicated by the reference reply, making it an ineffective and potentially non-compliant response.",True
14,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,2,1,1,"The reply is completely irrelevant to the question about release dates, invents a request for DMs not supported by the evidence, and fails to provide the actual information or link found in the reference.",True
15,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,3,1,1,"The candidate invents a non-existent troubleshooting step (DM for details) for a content availability issue, failing to provide the correct information or link found in the evidence.",True
16,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,3,2,"The candidate invents a policy of requiring DMs for details, which contradicts the reference reply's explicit offer to help 'here' (in the public thread), making it ungrounded and incorrect for the specific context.",True
17,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,2,2,"The reply is ungrounded because it asks for a DM (not in evidence) and fails to provide the concrete troubleshooting step (restarting the computer) found in the reference, making it less effective for resolution.",True
18,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,2,1,1,"The candidate reply is completely irrelevant to the customer's friendly comment about visiting India, invents a problem ('Sorry to hear that'), and fails to provide the correct response regarding new country launches and email sign-ups found in the evidence.",True
19,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,4,5,4,4,"The reply is grounded, friendly, and correctly directs the user to DM for details, though it lacks the specific link or explicit clarification that the brand cannot initiate the DM, which is present in the reference.",True
20,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,4,5,4,4,"The reply is friendly, grounded in the general need for account details found in the evidence, and actionable, though it is slightly less specific than the reference by not explicitly requesting the email or username.",True
21,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,1,4,2,1,The reply is irrelevant to the customer's specific question about music licensing and fails to provide the promised update or link found in the reference.,True
22,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,2,2,"The reply is ungrounded because it asks for a DM (not supported by evidence) and fails to provide the specific troubleshooting step (clearing cache) found in the reference, making it less effective than the standard response.",True
23,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,2,4,2,2,"The reply is grounded and polite but fails to provide the specific troubleshooting steps or link referenced in the correct response, instead asking for unnecessary DMs which hinders resolution.",True
24,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,3,2,1,"The candidate reply invents a request for a DM which is not supported by the evidence or reference, and fails to provide the standard reassurance and link that the reference reply correctly offers.",True
25,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,3,5,2,3,"The reply is grounded and friendly but lacks the specific data points (current and new email addresses) required to resolve the issue, making it less actionable than the reference.",True
26,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,2,2,"The candidate invents a request for a DM (not in evidence/reference) and fails to provide the specific 'Copy Link' instructions required to resolve the issue, making it less actionable and grounded than the reference.",True
27,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,3,1,1,The candidate invents a request for DMs not found in the evidence and fails to provide the standard content policy link required by the reference and similar examples.,True
28,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,4,3,4,3,3,"The reply is friendly and grounded in the general practice of moving to DMs, but it fails to request the specific identifier (email/username) required by the reference and evidence to actually resolve the cancellation request.",True
29,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,3,1,1,"The reply is completely irrelevant to the customer's question about market availability, invents a non-existent troubleshooting process ('send us a DM'), and fails to provide the correct information regarding the launch timeline.",True
30,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,4,3,4,2,3,"The reply is grounded and friendly but lacks the specific diagnostic question (error message/screenshot) found in the reference, making it less effective for resolving the login issue.",True
31,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,3,4,2,3,"The reply is grounded and polite but fails to provide the specific, concrete next step (providing username/email) required by the reference and evidence, making it less actionable.",True
32,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,2,2,"The candidate reply is factually incorrect because the reference confirms the DM has already been sent, whereas the candidate asks the customer to send a DM, creating a confusing and unhelpful loop.",True
33,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,3,2,1,"The candidate invents a request for DMs and details that are not in the evidence or reference, failing to provide the correct content policy link required to address the customer's request for more music.",True
34,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,3,4,2,3,"The reply is grounded and polite but fails to provide the specific, actionable next step (requesting username/email) required to resolve the issue, instead asking for vague 'more details'.",True
35,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,4,3,4,3,3,"The reply is polite and grounded in general support practices, but it fails to address the specific technical context (Windows 7/DLLs) or request the specific diagnostic evidence (screenshot) that the reference reply prioritizes, making it less effective for resolving the immediate issue.",True
36,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,1,4,2,1,"The reply is grounded and polite but fails to answer the customer's specific question about payment methods, instead asking for irrelevant details that do not resolve the issue.",True
37,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,5,4,5,4,4,"The reply is grounded, friendly, and actionable, though it misses the specific licensing context provided in the reference and evidence, making it slightly less precise than ideal.",True
38,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,1,1,3,1,1,"The candidate reply is completely irrelevant to the customer's feature request, invents a troubleshooting context ('Sorry to hear that') that does not exist, and fails to provide the voting link or acknowledgment present in the reference.",True
39,canned,Sorry to hear that! Can you send us a DM with more details so we can take a closer look?,2,2,4,2,2,"The candidate invents a request for a DM which is not supported by the evidence or reference, and fails to acknowledge the specific issue or provide the 'stay tuned' reassurance given in the reference.",True
